#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-04T11:02:48 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-04T11:02:48	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/554/A98/table5&-out.max=99999&-out=Teff,logg,M,f1(V),f2(V),f3(V),f4(V)	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35540098
#Name: J/A+A/554/A98
#Title: Limb-darkening coefficients for red giants (Neilson+, 2013)
#INFO	ivoid=ivo://cds.vizier/j/a+a/554/a98	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/554/a98	    IVOID of underlying data collection
#INFO	creator=Neilson H.R.	    First author or institution
#INFO	cites=bibcode:2013A&A...554A..98N	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2013	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/554/A98	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35540098	    Dataset identifier that can be used for citation
#INFO	publication_date=2013-12-29	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_554_A98_table5:
#Name: J/A+A/554/A98/table5
#Title: Spherical 4-parameter limb-darkening coefficients
#Column	Teff	(I4)	[3000/8000] Model effective temperature	[ucd=phys.temperature.effective;meta.modelled]
#Column	logg	(F5.2)	[-1/3] Model surface gravity	[ucd=phys.gravity;meta.modelled]
#Column	M	(F4.1)	[0.5/20] Model mass	[ucd=phys.mass;meta.modelled]
#Column	f1(V)	(F7.4)	V-band four-parameter f_1_ coefficient (G4)	[ucd=phot.limbDark]
#Column	f2(V)	(F8.4)	V-band four-parameter f_2_ coefficient (G4)	[ucd=phot.limbDark]
#Column	f3(V)	(F8.4)	V-band four-parameter f_3_ coefficient (G4)	[ucd=phot.limbDark]
#Column	f4(V)	(F8.4)	V-band four-parameter f_4_ coefficient (G4)	[ucd=phot.limbDark]
Teff	logg	M	f1(V)	f2(V)	f3(V)	f4(V)
5500	 0.75	15.0	-4.3017	 15.3536	-16.6175	  6.2717
5600	 1.00	15.0	-4.1918	 16.0806	-18.4280	  7.2761
5600	 1.25	15.0	-3.6025	 15.1478	-18.1921	  7.4483
5600	 1.50	15.0	-2.7286	 13.0451	-16.3271	  6.8916
5600	 1.75	15.0	-1.7535	 10.3574	-13.5303	  5.8875
5600	 2.00	15.0	-0.7491	  7.3823	-10.2228	  4.6263
5600	 2.25	15.0	 0.1759	  4.4939	 -6.8720	  3.3027
5600	 2.50	15.0	 0.9899	  1.8377	 -3.6945	  2.0179
5600	 2.75	15.0	 1.6587	 -0.4421	 -0.8936	  0.8638
5600	 3.00	15.0	 2.1944	 -2.3719	  1.5481	 -0.1612
5600	 0.50	15.0	-3.8508	 12.0371	-10.9284	  3.4458
5600	 0.75	15.0	-4.3614	 15.3108	-16.3126	  6.0601
5700	 1.00	15.0	-4.3294	 16.3643	-18.5912	  7.2794
5700	 1.25	15.0	-3.7622	 15.5933	-18.6317	  7.5885
5700	 1.50	15.0	-2.8908	 13.5516	-16.8887	  7.0967
5700	 1.75	15.0	-1.8927	 10.8385	-14.1078	  6.1137
5700	 2.00	15.0	-0.8620	  7.8023	-10.7481	  4.8378
5700	 2.25	15.0	 0.0953	  4.8295	 -7.3143	  3.4863
5700	 2.50	15.0	 0.9411	  2.0834	 -4.0407	  2.1662
5700	 2.75	15.0	 1.6427	 -0.2930	 -1.1317	  0.9704
5700	 3.00	15.0	 2.1924	 -2.2522	  1.3352	 -0.0631
5700	 0.50	15.0	-3.5385	 10.3770	 -8.3189	  2.1954
5700	 0.75	15.0	-4.3994	 15.1605	-15.8520	  5.7792
5800	 1.00	15.0	-4.3847	 16.5197	-18.7223	  7.3058
5800	 1.25	15.0	-3.8183	 15.7802	-18.8286	  7.6506
5800	 1.50	15.0	-2.9481	 13.7566	-17.1216	  7.1781
5800	 1.75	15.0	-1.9376	 11.0187	-14.3252	  6.1933
5800	 2.00	15.0	-0.9008	  7.9781	-10.9750	  4.9261
5800	 2.25	15.0	 0.0721	  4.9665	 -7.5060	  3.5641
5800	 2.50	15.0	 0.9340	  2.1722	 -4.1782	  2.2232
5800	 2.75	15.0	 1.6520	 -0.2509	 -1.2201	  1.0099
5800	 3.00	15.0	 2.2196	 -2.2628	  1.3060	 -0.0467
5800	 0.50	15.0	-3.3877	  9.6024	 -7.0923	  1.5988
5800	 0.75	15.0	-4.4333	 15.2100	-15.8203	  5.7282
5900	 1.00	15.0	-4.4394	 16.6885	-18.8915	  7.3565
5900	 1.25	15.0	-3.8738	 15.9735	-19.0479	  7.7282
5900	 1.50	15.0	-2.9945	 13.9373	-17.3423	  7.2618
5900	 1.75	15.0	-1.9704	 11.1665	-14.5166	  6.2682
5900	 2.00	15.0	-0.9188	  8.0897	-11.1337	  4.9910
5900	 2.25	15.0	 0.0713	  5.0272	 -7.6075	  3.6069
5900	 2.50	15.0	 0.9442	  2.2076	 -4.2599	  2.2615
5900	 2.75	15.0	 1.6766	 -0.2613	 -1.2460	  1.0248
5900	 3.00	15.0	 2.2571	 -2.3118	  1.3228	 -0.0479
5900	 0.75	15.0	-4.4715	 15.2792	-15.8275	  5.7004
6000	 1.00	15.0	-4.4874	 16.8324	-19.0220	  7.3873
6000	 1.25	15.0	-3.9171	 16.1230	-19.2051	  7.7761
6000	 1.50	15.0	-3.0265	 14.0659	-17.4898	  7.3108
6000	 1.75	15.0	-1.9918	 11.2684	-14.6405	  6.3106
6000	 2.00	15.0	-0.9253	  8.1487	-11.2113	  5.0166
6000	 2.25	15.0	 0.0762	  5.0554	 -7.6553	  3.6228
6000	 2.50	15.0	 0.9622	  2.1966	 -4.2639	  2.2607
6000	 2.75	15.0	 1.7051	 -0.3005	 -1.2231	  1.0156
6000	 3.00	15.0	 2.2960	 -2.3802	  1.3772	 -0.0689
6000	 0.75	15.0	-4.4996	 15.2958	-15.7455	  5.6263
6100	 1.00	15.0	-4.5368	 16.9652	-19.1236	  7.4012
6100	 1.25	15.0	-3.9680	 16.2857	-19.3668	  7.8223
6100	 1.50	15.0	-3.0624	 14.2002	-17.6376	  7.3579
6100	 1.75	15.0	-2.0143	 11.3674	-14.7537	  6.3465
6100	 2.00	15.0	-0.9303	  8.1970	-11.2708	  5.0331
6100	 2.25	15.0	 0.0844	  5.0663	 -7.6759	  3.6258
6100	 2.50	15.0	 0.9847	  2.1625	 -4.2328	  2.2436
6100	 2.75	15.0	 1.7390	 -0.3683	 -1.1548	  0.9843
6100	 3.00	15.0	 2.3391	 -2.4750	  1.4734	 -0.1097
6100	 0.75	15.0	-4.5142	 15.2206	-15.5100	  5.4771
6200	 1.00	15.0	-4.5983	 17.1128	-19.2280	  7.4137
6200	 1.25	15.0	-4.0383	 16.4983	-19.5843	  7.8918
6200	 1.50	15.0	-3.1132	 14.3811	-17.8451	  7.4319
6200	 1.75	15.0	-2.0528	 11.5182	-14.9348	  6.4129
6200	 2.00	15.0	-0.9428	  8.2728	-11.3709	  5.0698
6200	 2.25	15.0	 0.0855	  5.1018	 -7.7313	  3.6454
6200	 2.50	15.0	 1.0037	  2.1439	 -4.2275	  2.2401
6200	 2.75	15.0	 1.7699	 -0.4273	 -1.1016	  0.9621
6200	 3.00	15.0	 2.3820	 -2.5710	  1.5684	 -0.1481
6200	 0.75	15.0	-4.4949	 14.9117	-14.8906	  5.1438
6300	 1.00	15.0	-4.6653	 17.2445	-19.2784	  7.3927
6300	 1.25	15.0	-4.1154	 16.7140	-19.7804	  7.9429
6300	 1.50	15.0	-3.1770	 14.5872	-18.0612	  7.5009
6300	 1.75	15.0	-2.1089	 11.7148	-15.1538	  6.4878
6300	 2.00	15.0	-0.9724	  8.3954	-11.5130	  5.1174
6300	 2.25	15.0	 0.0744	  5.1682	 -7.8113	  3.6700
6300	 2.50	15.0	 1.0135	  2.1452	 -4.2332	  2.2361
6300	 2.75	15.0	 1.7939	 -0.4727	 -1.0518	  0.9361
6300	 3.00	15.0	 2.4183	 -2.6578	  1.6672	 -0.1936
6400	 1.00	15.0	-4.7307	 17.3290	-19.2413	  7.3288
6400	 1.25	15.0	-4.2151	 16.9823	-20.0284	  8.0136
6400	 1.50	15.0	-3.2651	 14.8603	-18.3520	  7.6000
6400	 1.75	15.0	-2.1744	 11.9422	-15.4156	  6.5831
6400	 2.00	15.0	-1.0078	  8.5404	-11.6898	  5.1826
6400	 2.25	15.0	 0.0515	  5.2763	 -7.9482	  3.7209
6400	 2.50	15.0	 1.0158	  2.1742	 -4.2791	  2.2515
6400	 2.75	15.0	 1.8099	 -0.4889	 -1.0435	  0.9297
6400	 3.00	15.0	 2.4485	 -2.7224	  1.7335	 -0.2228
6500	 1.00	15.0	-4.8169	 17.4083	-19.1366	  7.2201
6500	 1.25	15.0	-4.3275	 17.2717	-20.2838	  8.0819
6500	 1.50	15.0	-3.3758	 15.1904	-18.6945	  7.7143
6500	 1.75	15.0	-2.2642	 12.2349	-15.7394	  6.6976
6500	 2.00	15.0	-1.0783	  8.7849	-11.9688	  5.2830
6500	 2.25	15.0	 0.0006	  5.4672	 -8.1712	  3.8011
6500	 2.50	15.0	 0.9958	  2.2684	 -4.3910	  2.2886
6500	 2.75	15.0	 1.8075	 -0.4504	 -1.0918	  0.9426
6500	 3.00	15.0	 2.4651	 -2.7477	  1.7622	 -0.2411
6600	 1.25	15.0	-4.4711	 17.6262	-20.5906	  8.1644
6600	 1.50	15.0	-3.5006	 15.5606	-19.0847	  7.8489
6600	 1.75	15.0	-2.3841	 12.6142	-16.1587	  6.8485
6600	 2.00	15.0	-1.1899	  9.1578	-12.3973	  5.4427
6600	 2.25	15.0	-0.0709	  5.7261	 -8.4769	  3.9152
6600	 2.50	15.0	 0.9531	  2.4406	 -4.5994	  2.3655
6600	 2.75	15.0	 1.7894	 -0.3563	 -1.2092	  0.9837
6600	 3.00	15.0	 2.4685	 -2.7272	  1.7342	 -0.2360
6700	 1.25	15.0	-4.5378	 17.8157	-20.7804	  8.2258
6700	 1.50	15.0	-3.6041	 15.8713	-19.4190	  7.9678
6700	 1.75	15.0	-2.4963	 12.9737	-16.5658	  7.0001
6700	 2.00	15.0	-1.2611	  9.4096	-12.6939	  5.5541
6700	 2.25	15.0	-0.1486	  6.0086	 -8.8182	  4.0470
6700	 2.50	15.0	 0.9149	  2.6019	 -4.8013	  2.4429
6700	 2.75	15.0	 1.7640	 -0.2329	 -1.3689	  1.0449
6700	 3.00	15.0	 2.4688	 -2.6907	  1.6800	 -0.2175
6800	 1.50	15.0	-3.7749	 16.3629	-19.9403	  8.1542
6800	 1.75	15.0	-2.6516	 13.4657	-17.1280	  7.2139
6800	 2.00	15.0	-1.3955	  9.8536	-13.2093	  5.7504
6800	 2.25	15.0	-0.2397	  6.3308	 -9.2007	  4.1927
6800	 2.50	15.0	 0.8270	  2.9245	 -5.1919	  2.5937
6800	 2.75	15.0	 1.7136	 -0.0273	 -1.6233	  1.1420
6800	 3.00	15.0	 2.4430	 -2.5654	  1.5215	 -0.1588
6900	 1.50	15.0	-3.8493	 16.5965	-20.1990	  8.2478
6900	 1.75	15.0	-2.7653	 13.8298	-17.5484	  7.3754
6900	 2.00	15.0	-1.4745	 10.1278	-13.5368	  5.8773
6900	 2.25	15.0	-0.3347	  6.6672	 -9.6056	  4.3503
6900	 2.50	15.0	 0.7782	  3.1188	 -5.4319	  2.6858
6900	 2.75	15.0	 1.6724	  0.1500	 -1.8486	  1.2297
6900	 3.00	15.0	 2.4267	 -2.4708	  1.3967	 -0.1122
7000	 1.50	15.0	-4.0707	 17.1737	-20.7413	  8.4149
7000	 1.75	15.0	-2.9478	 14.3896	-18.1800	  7.6154
7000	 2.00	15.0	-1.6394	 10.6750	-14.1902	  6.1369
7000	 2.25	15.0	-0.4868	  7.1893	-10.2361	  4.6009
7000	 2.50	15.0	 0.6723	  3.5042	 -5.9035	  2.8720
7000	 2.75	15.0	 1.5831	  0.4899	 -2.2699	  1.3961
7000	 3.00	15.0	 2.3794	 -2.2664	  1.1366	 -0.0106
7100	 1.75	15.0	-3.1568	 15.0047	-18.8446	  7.8572
7100	 2.00	15.0	-1.9172	 11.5527	-15.2120	  6.5384
7100	 2.25	15.0	-0.7701	  8.1246	-11.3552	  5.0487
7100	 2.50	15.0	 0.5567	  3.9248	 -6.4258	  3.0826
7100	 2.75	15.0	 1.4951	  0.8273	 -2.6922	  1.5647
7100	 3.00	15.0	 2.2956	 -1.9287	  0.7059	  0.1631
7200	 1.75	15.0	-3.7466	 16.6079	-20.4607	  8.4097
7200	 2.00	15.0	-2.0063	 11.8634	-15.5883	  6.6869
7200	 2.25	15.0	-0.4344	  7.1187	-10.2197	  4.6077
7200	 2.50	15.0	 0.4490	  4.3175	 -6.9182	  3.2837
7200	 2.75	15.0	 1.3911	  1.2214	 -3.1911	  1.7684
7200	 3.00	15.0	 2.2809	 -1.8372	  0.5809	  0.2112
7300	 2.00	15.0	-2.5273	 13.4259	-17.3245	  7.3414
7300	 2.25	15.0	-1.2829	  9.7990	-13.3530	  5.8493
7300	 2.50	15.0	 0.5986	  3.8799	 -6.4323	  3.0960
7300	 2.75	15.0	 1.4937	  0.9195	 -2.8479	  1.6307
7300	 3.00	15.0	 2.2005	 -1.5076	  0.1502	  0.3897
7400	 2.00	15.0	-2.6252	 13.7738	-17.7391	  7.4994
7400	 2.25	15.0	-1.5634	 10.7055	-14.4126	  6.2628
7400	 2.50	15.0	-0.1552	  6.3756	 -9.4468	  4.3201
7400	 2.75	15.0	 1.4923	  0.9730	 -2.9464	  1.6776
7400	 3.00	15.0	 2.1512	 -1.2901	 -0.1432	  0.5131
7500	 2.00	15.0	-3.0215	 14.9644	-19.0526	  7.9876
7500	 2.25	15.0	-1.8031	 11.4974	-15.3551	  6.6361
7500	 2.50	15.0	-0.3831	  7.1547	-10.3973	  4.7047
7500	 2.75	15.0	 0.7471	  3.5384	 -6.1249	  2.9931
7500	 3.00	15.0	 1.7832	  0.0593	 -1.8681	  1.2392
7600	 2.25	15.0	-2.0827	 12.4059	-16.4197	  7.0516
7600	 2.50	15.0	-0.5932	  7.8864	-11.2965	  5.0687
7600	 2.75	15.0	 0.5765	  4.1584	 -6.9152	  3.3243
7600	 3.00	15.0	 1.7035	  0.3961	 -2.3366	  1.4473
7700	 2.25	15.0	-2.1915	 12.8125	-16.9214	  7.2486
7700	 2.50	15.0	-0.7084	  8.3287	-11.8599	  5.2980
7700	 2.75	15.0	 0.4702	  4.5781	 -7.4604	  3.5502
7700	 3.00	15.0	 1.6325	  0.7037	 -2.7615	  1.6324
7800	 2.50	15.0	-0.9401	  9.1347	-12.8456	  5.6943
7800	 2.75	15.0	 0.2661	  5.3224	 -8.4002	  3.9379
7800	 3.00	15.0	 1.4851	  1.2765	 -3.5108	  1.9494
7900	 2.50	15.0	-1.0621	  9.6106	-13.4556	  5.9432
7900	 2.75	15.0	 0.1677	  5.7300	 -8.9339	  4.1572
7900	 3.00	15.0	 1.3990	  1.6477	 -4.0086	  2.1585
8000	 2.50	15.0	-1.2844	 10.3938	-14.4250	  6.3370
8000	 2.75	15.0	-0.0066	  6.3843	 -9.7707	  4.5039
8000	 3.00	15.0	 1.2409	  2.2745	 -4.8305	  2.5040
3000	 0.00	17.5	-2.3705	 10.3463	-12.9391	  5.8217
3000	 1.00	17.5	-0.5837	  5.0378	 -6.5551	  3.0727
3000	-1.00	17.5	-0.8291	 -0.5250	  6.2804	 -4.0408
3000	 1.25	17.5	-0.0805	  3.8329	 -5.3934	  2.6378
3000	 1.50	17.5	 0.3837	  1.2370	 -0.7283	  0.1377
3000	 1.75	17.5	-3.8922	 16.9884	-25.2603	 12.8952
3000	 2.00	17.5	-6.5925	 27.4954	-41.5618	 21.2137
3000	 2.25	17.5	-6.0220	 25.1824	-37.8799	 19.3135
3000	 2.50	17.5	-5.6758	 23.7992	-35.6356	 18.1311
3000	 0.25	17.5	-1.7657	  8.5682	-10.7806	  4.8786
3000	-0.25	17.5	-0.4723	  4.6904	 -4.3958	  1.2037
3000	 2.75	17.5	-4.4984	 19.1360	-28.2551	 14.3166
3000	 0.50	17.5	-1.1761	  6.7098	 -8.4099	  3.8162
3000	-0.50	17.5	-1.8371	  8.6046	 -8.6635	  2.8184
3000	 0.75	17.5	-0.8905	  5.9950	 -7.6543	  3.5096
3000	-0.75	17.5	-3.2691	 11.6204	-10.9996	  3.4328
3100	 0.00	17.5	-2.5030	 10.8370	-13.3798	  5.9011
3100	 1.00	17.5	-0.5427	  5.2623	 -6.9234	  3.1919
3100	 1.25	17.5	-0.0306	  3.6748	 -4.9796	  2.3520
3100	 1.50	17.5	 0.0487	  3.2508	 -4.5961	  2.3001
3100	 1.75	17.5	 0.3741	  2.3742	 -3.2160	  1.5014
3100	 2.00	17.5	-0.6336	  4.7065	 -6.4589	  3.3171
3100	 2.25	17.5	-3.8532	 16.7577	-24.8771	 12.7091
3100	 2.50	17.5	-4.9376	 20.8717	-31.1503	 15.8829
3100	 0.25	17.5	-1.9290	  9.3644	-11.8335	  5.2975
3100	-0.25	17.5	-1.1305	  6.9798	 -7.9112	  3.0398
3100	 2.75	17.5	-4.9547	 20.7489	-30.8055	 15.6771
3100	 3.00	17.5	-3.9980	 17.0286	-24.8602	 12.5612
3100	 0.50	17.5	-1.4091	  7.8212	-10.0089	  4.5308
3100	-0.50	17.5	-2.2529	  9.7460	-10.9619	  4.3508
3100	 0.75	17.5	-0.9027	  6.3235	 -8.1978	  3.7434
3100	-0.75	17.5	-2.3725	  8.6524	 -9.1469	  3.7109
3200	 0.00	17.5	-1.0861	  4.6601	 -5.8475	  3.2114
3200	 1.00	17.5	-0.3733	  4.6619	 -6.5297	  3.2458
3200	-1.00	17.5	 1.2006	 -6.8096	 12.1556	 -5.4988
3200	 1.25	17.5	 0.0085	  3.7067	 -5.4236	  2.7352
3200	 1.50	17.5	 0.3637	  2.4348	 -3.7940	  2.0365
3200	 1.75	17.5	 0.7794	  0.9518	 -1.7565	  1.0808
3200	 2.00	17.5	 0.2905	  2.6063	 -4.2553	  2.3665
3200	 2.25	17.5	-0.5137	  4.2688	 -5.7308	  2.9217
3200	 2.50	17.5	-2.1298	 10.2005	-14.8094	  7.5834
3200	 0.25	17.5	-1.1671	  5.9812	 -8.1441	  4.2760
3200	-0.25	17.5	-1.5070	  5.2972	 -5.5352	  2.6402
3200	 2.75	17.5	-3.3244	 14.5257	-21.1907	 10.7628
3200	 3.00	17.5	-3.8149	 16.2917	-23.7440	 12.0099
3200	 0.50	17.5	-1.0449	  6.2164	 -8.5176	  4.3065
3200	-0.50	17.5	-1.5107	  4.5236	 -3.6303	  1.4992
3200	 0.75	17.5	-0.7148	  5.5701	 -7.7922	  3.9213
3200	-0.75	17.5	-0.8376	  1.4078	  0.7850	 -0.4393
3300	 0.00	17.5	-2.8924	 11.8251	-14.7036	  6.5972
3300	 1.00	17.5	-0.0131	  1.7124	 -2.1055	  1.4257
3300	 1.25	17.5	 0.2060	  1.8547	 -3.1138	  2.0899
3300	 1.50	17.5	 0.4213	  1.6109	 -2.9709	  1.9869
3300	 1.75	17.5	 0.7373	  0.9038	 -2.2740	  1.6950
3300	 2.00	17.5	 1.2162	 -1.0035	  0.5049	  0.3556
3300	 2.25	17.5	 0.7891	  0.5135	 -1.5115	  1.2458
3300	 2.50	17.5	 1.7292	 -2.5334	  3.4371	 -1.5283
3300	 0.25	17.5	-2.3998	 10.7510	-13.7982	  6.3195
3300	-0.25	17.5	-2.9804	 11.2469	-13.4148	  5.9512
3300	 2.75	17.5	-0.5425	  4.2764	 -5.8781	  3.0716
3300	 3.00	17.5	-2.1262	 10.0110	-14.2355	  7.2016
3300	 0.50	17.5	-1.6063	  8.2457	-10.8074	  5.0993
3300	-0.50	17.5	-2.6353	  9.0568	-10.0067	  4.3935
3300	 0.75	17.5	-0.6884	  4.1536	 -5.0240	  2.5382
3400	 0.00	17.5	-1.7245	  6.1745	 -6.3809	  2.8155
3400	 1.00	17.5	-0.2930	  3.5673	 -5.0243	  2.7690
3400	 1.25	17.5	 0.0229	  3.1864	 -5.0292	  2.8657
3400	 1.50	17.5	 0.2627	  1.9696	 -3.0447	  1.8631
3400	 1.75	17.5	 0.7640	  0.0067	 -0.7322	  1.0324
3400	 2.00	17.5	 0.9163	 -0.3803	 -0.3159	  0.8532
3400	 2.25	17.5	 1.3316	 -1.8494	  1.6033	 -0.0024
3400	 2.50	17.5	 1.3583	 -2.1077	  2.1770	 -0.3558
3400	 0.25	17.5	-1.5606	  6.3857	 -7.3255	  3.4107
3400	-0.25	17.5	-1.6823	  5.4416	 -4.9097	  2.0275
3400	 2.75	17.5	 2.1058	 -3.9238	  4.8356	 -1.9015
3400	 3.00	17.5	 0.5766	  0.2820	  0.1643	 -0.0113
3400	 0.50	17.5	-1.1906	  5.7186	 -6.9608	  3.3792
3400	-0.50	17.5	-1.2260	  3.0744	 -1.3811	  0.4275
3400	 0.75	17.5	-0.7205	  4.5918	 -5.9974	  3.1112
3500	 0.00	17.5	-2.2419	  7.6765	 -7.7249	  3.1326
3500	 1.00	17.5	-0.6885	  4.5693	 -5.6196	  2.7303
3500	 1.25	17.5	-0.1056	  2.6648	 -3.3732	  1.8443
3500	 1.50	17.5	 0.3346	  1.5121	 -2.2973	  1.5112
3500	 1.75	17.5	 0.7363	  0.5533	 -1.5375	  1.3333
3500	 2.00	17.5	 0.9622	 -0.0662	 -0.8005	  0.9989
3500	 2.25	17.5	 1.2568	 -1.7785	  1.7418	 -0.1260
3500	 2.50	17.5	 1.3988	 -2.1548	  2.1274	 -0.2788
3500	 0.25	17.5	-2.1947	  8.3042	 -9.1208	  3.8726
3500	-0.25	17.5	-1.8706	  5.5432	 -4.4368	  1.6166
3500	 2.75	17.5	 1.5218	 -2.7092	  2.9767	 -0.7014
3500	 3.00	17.5	 1.5045	 -2.5255	  2.8670	 -0.7740
3500	 0.50	17.5	-1.8375	  7.7505	 -8.9487	  3.9355
3500	-0.50	17.5	-1.0096	  1.7288	  0.9450	 -0.7649
3500	 0.75	17.5	-1.2459	  6.1884	 -7.4069	  3.4137
3500	-0.75	17.5	 0.3012	 -3.4279	  7.7307	 -3.6194
3600	 0.00	17.5	-2.3345	  7.7697	 -7.5902	  2.9863
3600	 1.00	17.5	-1.0379	  6.0545	 -7.6235	  3.5813
3600	 1.25	17.5	-0.4493	  4.3488	 -5.7342	  2.8530
3600	 1.50	17.5	 0.1261	  2.5770	 -3.6979	  2.0516
3600	 1.75	17.5	 0.5779	  0.9959	 -1.7190	  1.2262
3600	 2.00	17.5	 0.9319	 -0.2533	 -0.1475	  0.5658
3600	 2.25	17.5	 1.2958	 -1.2537	  0.6766	  0.3943
3600	 2.50	17.5	 1.4898	 -2.1015	  2.0404	 -0.3136
3600	 0.25	17.5	-2.3649	  8.7656	 -9.5410	  3.9871
3600	-0.25	17.5	-1.8538	  5.2062	 -3.6784	  1.1745
3600	 2.75	17.5	 1.5818	 -2.8177	  3.0900	 -0.7505
3600	 3.00	17.5	 1.6050	 -2.9686	  3.3554	 -0.8983
3600	 0.50	17.5	-2.0785	  8.5203	 -9.8145	  4.2546
3600	-0.50	17.5	-0.8231	  0.7881	  2.4620	 -1.5192
3600	 0.75	17.5	-1.6080	  7.5347	 -9.0864	  4.0866
3600	-0.75	17.5	 0.8491	 -5.6198	 10.7527	 -4.9616
3700	 0.00	17.5	-2.3965	  7.7803	 -7.3270	  2.7664
3700	 1.00	17.5	-1.2026	  6.5624	 -8.1444	  3.7475
3700	 1.25	17.5	-0.5921	  4.8304	 -6.2847	  3.0563
3700	 1.50	17.5	 0.0053	  3.0244	 -4.2433	  2.2649
3700	 1.75	17.5	 0.5171	  1.3892	 -2.3208	  1.4973
3700	 2.00	17.5	 0.9370	 -0.0316	 -0.5923	  0.7911
3700	 2.25	17.5	 1.2623	 -1.1751	  0.8454	  0.1848
3700	 2.50	17.5	 1.5005	 -2.0582	  1.9511	 -0.2711
3700	 0.25	17.5	-2.5023	  9.0535	 -9.6491	  3.9316
3700	-0.25	17.5	-1.8008	  4.8024	 -2.8978	  0.7446
3700	 2.75	17.5	 1.6559	 -2.7122	  2.8292	 -0.6526
3700	 3.00	17.5	 1.7946	 -3.2565	  3.5048	 -0.9265
3700	 0.50	17.5	-2.2846	  9.0826	-10.3043	  4.3712
3700	-0.50	17.5	-0.6759	  0.0744	  3.5995	 -2.0828
3700	 0.75	17.5	-1.8020	  8.1080	 -9.6602	  4.2662
3700	-0.75	17.5	 1.2479	 -7.2094	 12.9711	 -5.9628
3800	 0.00	17.5	-2.4380	  7.7861	 -7.1418	  2.6113
3800	 1.00	17.5	-1.3860	  7.1592	 -8.7879	  3.9649
3800	 1.25	17.5	-0.7511	  5.3676	 -6.8739	  3.2572
3800	 1.50	17.5	-0.1428	  3.5492	 -4.8368	  2.4738
3800	 1.75	17.5	 0.4083	  1.8151	 -2.8163	  1.6718
3800	 2.00	17.5	 0.8722	  0.2736	 -0.9539	  0.9123
3800	 2.25	17.5	 1.2417	 -0.9870	  0.5807	  0.2858
3800	 2.50	17.5	 1.5137	 -1.9810	  1.8342	 -0.2380
3800	 0.25	17.5	-2.6078	  9.2828	 -9.7398	  3.8885
3800	-0.25	17.5	-1.7878	  4.6038	 -2.4491	  0.4798
3800	 2.75	17.5	 1.7045	 -2.7399	  2.8310	 -0.6659
3800	 3.00	17.5	 1.8333	 -3.3133	  3.6161	 -1.0109
3800	 0.50	17.5	-2.4168	  9.4573	-10.6395	  4.4530
3800	-0.50	17.5	-0.5398	 -0.5768	  4.6353	 -2.5966
3800	 0.75	17.5	-1.9810	  8.6565	-10.2099	  4.4330
3800	-0.75	17.5	 1.6290	 -8.6974	 15.0108	 -6.8697
3900	 0.00	17.5	-2.4963	  7.8736	 -7.0827	  2.5168
3900	 1.00	17.5	-1.5326	  7.6413	 -9.3007	  4.1320
3900	 1.25	17.5	-0.8109	  5.6182	 -7.1410	  3.3310
3900	 1.50	17.5	-0.2671	  4.0126	 -5.3668	  2.6579
3900	 1.75	17.5	 0.3202	  2.1543	 -3.1882	  1.7887
3900	 2.00	17.5	 0.7967	  0.6079	 -1.3584	  1.0565
3900	 2.25	17.5	 1.1942	 -0.7505	  0.3042	  0.3738
3900	 2.50	17.5	 1.5395	 -1.9772	  1.8393	 -0.2669
3900	 0.25	17.5	-2.7135	  9.5640	 -9.9523	  3.9163
3900	-0.25	17.5	-1.8131	  4.5885	 -2.2665	  0.3342
3900	 2.75	17.5	 1.7107	 -2.6541	  2.7149	 -0.6367
3900	 3.00	17.5	 1.8749	 -3.3407	  3.6340	 -1.0358
3900	 0.50	17.5	-2.5453	  9.8377	-10.9933	  4.5446
3900	-0.50	17.5	-0.4625	 -0.9817	  5.3365	 -2.9667
3900	 0.75	17.5	-2.1274	  9.1113	-10.6641	  4.5678
3900	-0.75	17.5	 2.3742	-11.4286	 18.5005	 -8.3198
4000	 0.00	17.5	-2.5635	  8.0139	 -7.1206	  2.4750
4000	 1.00	17.5	-1.6621	  8.1005	 -9.8176	  4.3106
4000	 1.25	17.5	-1.0162	  6.3229	 -7.9647	  3.6415
4000	 1.50	17.5	-0.3709	  4.4109	 -5.8352	  2.8263
4000	 1.75	17.5	 0.2253	  2.5478	 -3.6736	  1.9715
